trial,shape_path,context_1_path,context_2_path,trial_variant,response,rt,fixation_onset_ttl,context1_onset_ttl,shape_onset_ttl,reddot_onset_ttl,context2_onset_ttl,shape2_onset_ttl,reddot2_onset_ttl,question_onset_ttl,response_ttl
51,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/toothbrush.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/bathroom.png,secondary_first_img0,BATHROOM,0.7906,1777604952.157178879,1777604952.812576056,1777604953.817710161,1777604954.830725908,1777604956.854234934,1777604957.889225006,1777604958.909371853,1777604960.956797838,1777604961.760549784
52,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/rugby.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden1.png,primary_first_img1,SPORTSFIELD,1.0165,1777604962.266862154,1777604962.919800997,1777604963.924165010,1777604964.937328815,1777604966.945979834,1777604967.966300964,1777604968.976534128,1777604971.003263950,1777604972.043761969
53,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/umbrella.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sky.png,secondary_first_img0,KITCHEN,0.7817,1777604972.549553871,1777604973.193061829,1777604974.197345972,1777604975.206993818,1777604977.217421055,1777604978.227980137,1777604979.236254930,1777604981.259499073,1777604982.048538208
54,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/tape.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,primary_first_img0,OFFICE,0.4861,1777604982.557116985,1777604983.199211121,1777604984.204461098,1777604985.214678049,1777604987.223686934,1777604988.246453047,1777604989.254333019,1777604991.294394016,1777604991.788967848
55,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/bird'sfoot.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/petshop1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen1.png,primary_first_img1,PETSHOP,0.8167,1777604992.296952009,1777604992.930794954,1777604993.934458971,1777604994.943576097,1777604996.954734087,1777604997.971297979,1777604998.979723930,1777605001.009807110,1777605001.838185072
56,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/toiletpaper.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/bathroom.png,secondary_first_img0,BATHROOM,0.8178,1777605002.342540979,1777605002.981992960,1777605003.986610889,1777605004.998018980,1777605007.009696007,1777605008.028160095,1777605009.043269873,1777605011.079886198,1777605011.905459881
57,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/bikewheel.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,secondary_first_img0,KITCHEN,0.9297,1777605012.414727926,1777605013.066185951,1777605014.071961164,1777605015.082873106,1777605017.096325874,1777605018.119667053,1777605019.128987789,1777605021.171008110,1777605022.112478971
58,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/bug.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sky1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden1.png,secondary_first_img1,GARDEN,1.1020,1777605022.618497133,1777605023.380605936,1777605024.387248039,1777605025.397279978,1777605027.408700943,1777605028.425230026,1777605029.434612989,1777605031.463981152,1777605032.577605963
59,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/ball_slope.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/mountain.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,secondary_first_img0,SPORTSFIELD,0.9721,1777605033.089657068,1777605033.883322001,1777605034.890000820,1777605035.902076960,1777605037.911127090,1777605038.963654995,1777605039.973974943,1777605041.998913050,1777605042.983027935
60,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/nail_cutters.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/bathroom.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,primary_first_img0,BATHROOM,1.2279,1777605043.491594076,1777605044.123826981,1777605045.130503893,1777605046.139492035,1777605048.149410009,1777605049.160488844,1777605050.168141127,1777605052.202416182,1777605053.438930035
61,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/pan.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield1.png,primary_first_img1,SPORTSFIELD,0.8844,1777605053.943641186,1777605054.572877169,1777605055.578019142,1777605056.588291168,1777605058.599560976,1777605059.611878872,1777605060.619523048,1777605062.644661903,1777605063.543869019
62,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/mosquito.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden1.png,secondary_first_img1,OFFICE,0.6549,1777605064.052539825,1777605064.694363832,1777605065.699944973,1777605066.709460020,1777605068.721388102,1777605069.736550808,1777605070.744870901,1777605072.772132158,1777605073.448176861
63,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/birdcage.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/petshop.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,primary_first_img0,SPORTSFIELD,0.8883,1777605073.956720114,1777605074.793560982,1777605075.800304890,1777605076.807401896,1777605078.825049162,1777605079.850841999,1777605080.860359907,1777605082.897807837,1777605083.799453974
64,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/teacup.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office1.png,primary_first_img1,OFFICE,0.7342,1777605084.307261944,1777605084.990886927,1777605085.996389151,1777605087.006605148,1777605089.017328024,1777605090.036962986,1777605091.045991898,1777605093.076523066,1777605093.818746090
