trial,shape_path,context_1_path,context_2_path,trial_variant,response,rt,fixation_onset_ttl,context1_onset_ttl,shape_onset_ttl,reddot_onset_ttl,context2_onset_ttl,shape2_onset_ttl,reddot2_onset_ttl,question_onset_ttl,response_ttl
34,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/tunnelentrance.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/sportsfield.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/garden.png,secondary_first_img0,GARDEN,1.7927,1777483638.435163975,1777483639.077040911,1777483640.080777884,1777483641.095578194,1777483643.122604132,1777483644.152913809,1777483645.165158987,1777483647.193189859,1777483648.986447096
35,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/nail_cutters.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/office.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/bathroom.png,secondary_first_img0,BATHROOM,0.5000,1777483649.496837854,1777483652.038828135,1777483653.055717945,1777483654.064615965,1777483656.074276209,1777483657.147819996,1777483658.158549070,1777483660.185893059,1777483660.686266899
36,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/bikewheel.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/sportsfield.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/kitchen.png,primary_first_img0,KITCHEN,4.0872,1777483661.191838980,1777483661.822103024,1777483662.826714993,1777483663.839951754,1777483665.850475073,1777483666.877898932,1777483667.887130976,1777483669.914067984,1777483674.001632929
37,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/toothbrush.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/bathroom1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/garden1.png,primary_first_img1,GARDEN,2.0146,1777483674.509426832,1777483675.158634901,1777483676.166731119,1777483677.188814163,1777483679.204877138,1777483680.242312908,1777483681.251770973,1777483683.288942099,1777483685.304637909
38,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/basketball.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/sportsfield.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/kitchen.png,primary_first_img0,SPORTSFIELD,3.1870,1777483685.809880972,1777483686.443465948,1777483687.449728966,1777483688.459636927,1777483690.469907999,1777483691.503527880,1777483692.515567064,1777483694.549857140,1777483697.742136002
39,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/rugby.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/garden1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/sportsfield1.png,secondary_first_img1,GARDEN,1.2496,1777483698.247756958,1777483698.878341198,1777483699.882757187,1777483700.893870115,1777483702.905082941,1777483703.937894821,1777483704.947578192,1777483706.991948128,1777483708.242020130
40,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/ball_slope.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/sportsfield1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/mountain1.png,primary_first_img1,MOUNTAIN,1.4253,1777483708.749616146,1777483709.512629986,1777483710.518373966,1777483711.527575016,1777483713.536591053,1777483714.571076155,1777483715.578906775,1777483717.610949039,1777483719.036840916
41,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/mosquito.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/garden1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/office1.png,primary_first_img1,OFFICE,2.0892,1777483719.542541981,1777483720.203908205,1777483721.209089994,1777483722.219041109,1777483724.228848219,1777483725.256576061,1777483726.263395071,1777483728.293649912,1777483730.383326054
42,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/umbrella.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/sky.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/kitchen.png,primary_first_img0,KITCHEN,1.2143,1777483730.888628006,1777483731.528778076,1777483732.533810854,1777483733.540971994,1777483735.550386906,1777483736.592901230,1777483737.609466076,1777483739.747277021,1777483740.962150812
43,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/birdcage.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/sportsfield1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/petshop1.png,secondary_first_img1,PETSHOP,0.2921,1777483741.468723059,1777483742.161163092,1777483743.165406942,1777483744.175821066,1777483746.187506914,1777483747.216872931,1777483748.226229906,1777483750.251924992,1777483750.544376135
44,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/toiletpaper.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/office1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/bathroom1.png,secondary_first_img1,BATHROOM,0.7873,1777483751.050291061,1777483751.675220013,1777483752.680246115,1777483753.690461874,1777483755.700222015,1777483756.719619989,1777483757.728888988,1777483759.763453007,1777483760.551188946
45,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/pan.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/sportsfield1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/kitchen1.png,secondary_first_img1,KITCHEN,0.6890,1777483761.057302952,1777483761.762811899,1777483762.768481970,1777483763.779870033,1777483765.804193974,1777483766.839338064,1777483767.852709055,1777483769.896581888,1777483770.588701963
46,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Shapes/bug.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/sky.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/Contexts/garden.png,secondary_first_img0,GARDEN,0.7446,1777483771.095566988,1777483771.720631123,1777483772.731546164,1777483773.744845152,1777483775.759354115,1777483776.789803028,1777483777.798475981,1777483779.832401991,1777483780.579024792
