timestamp,trigger_code,event_label,trial_info
1774375915.212431908,phase2_shape2_offset,phase2_shape2_offset,trial=39
1774375915.213339806,phase2_blank2_onset,phase2_blank2_onset,trial=39
1774375916.222548962,phase2_blank2_offset,phase2_blank2_offset,trial=39
1774375916.223790169,phase2_reddot2_onset,phase2_reddot2_onset,trial=39 shape=Shape_2_2.png
1774375919.242478132,phase2_reddot2_offset,phase2_reddot2_offset,trial=39
1774375919.267759085,phase2_question_onset,phase2_question_onset,trial=39 cat_a=CINEMA cat_b=ACORN variant=context_swapped
1774375920.050673962,phase2_response,phase2_response,trial=39 response=ACORN
1774375920.051017046,phase2_question_offset,phase2_question_offset,trial=39
1774375920.052325964,phase2_trial_iti_onset,phase2_trial_iti_onset,trial=39
1774375920.555881977,phase2_trial_iti_offset,phase2_trial_iti_offset,trial=39
1774375920.556646824,phase2_fixation_onset,phase2_fixation_onset,trial=40
1774375921.066736221,phase2_fixation_offset,phase2_fixation_offset,trial=40
1774375921.186074972,phase2_context1_onset,phase2_context1_onset,trial=40 shape=Shape_2_1.png
1774375922.190074205,phase2_context1_offset,phase2_context1_offset,trial=40
1774375922.190874100,phase2_shape_onset,phase2_shape_onset,trial=40 shape=Shape_2_1.png
1774375923.200237036,phase2_shape_offset,phase2_shape_offset,trial=40
1774375923.200716972,phase2_blank1_onset,phase2_blank1_onset,trial=40
1774375924.208976984,phase2_blank1_offset,phase2_blank1_offset,trial=40
1774375924.209637880,phase2_reddot_onset,phase2_reddot_onset,trial=40 shape=Shape_2_1.png
1774375927.231467009,phase2_reddot_offset,phase2_reddot_offset,trial=40
1774375927.233248949,phase2_context2_onset,phase2_context2_onset,trial=40 shape=Shape_2_1.png
1774375928.254755020,phase2_context2_offset,phase2_context2_offset,trial=40
1774375928.255326033,phase2_shape2_onset,phase2_shape2_onset,trial=40
1774375929.263406992,phase2_shape2_offset,phase2_shape2_offset,trial=40
1774375929.264559031,phase2_blank2_onset,phase2_blank2_onset,trial=40
1774375930.275393009,phase2_blank2_offset,phase2_blank2_offset,trial=40
1774375930.288623095,phase2_reddot2_onset,phase2_reddot2_onset,trial=40 shape=Shape_2_1.png
1774375933.356222868,phase2_reddot2_offset,phase2_reddot2_offset,trial=40
1774375933.388045073,phase2_question_onset,phase2_question_onset,trial=40 cat_a=BEDROOM cat_b=SKY variant=control_context_swapped
1774375934.367423058,phase2_response,phase2_response,trial=40 response=SKY
1774375934.367567062,phase2_question_offset,phase2_question_offset,trial=40
1774375934.367924929,phase2_trial_iti_onset,phase2_trial_iti_onset,trial=40
1774375934.870867014,phase2_trial_iti_offset,phase2_trial_iti_offset,trial=40
1774375934.871663094,phase2_fixation_onset,phase2_fixation_onset,trial=41
1774375935.383141994,phase2_fixation_offset,phase2_fixation_offset,trial=41
1774375935.516165972,phase2_context1_onset,phase2_context1_onset,trial=41 shape=Shape_0_1.png
1774375936.521297932,phase2_context1_offset,phase2_context1_offset,trial=41
1774375936.522381067,phase2_shape_onset,phase2_shape_onset,trial=41 shape=Shape_0_1.png
1774375937.546855927,phase2_shape_offset,phase2_shape_offset,trial=41
1774375937.547639132,phase2_blank1_onset,phase2_blank1_onset,trial=41
1774375938.555648088,phase2_blank1_offset,phase2_blank1_offset,trial=41
1774375938.557562828,phase2_reddot_onset,phase2_reddot_onset,trial=41 shape=Shape_0_1.png
1774375941.612497807,phase2_reddot_offset,phase2_reddot_offset,trial=41
1774375941.613124132,phase2_context2_onset,phase2_context2_onset,trial=41 shape=Shape_0_1.png
1774375942.640278101,phase2_context2_offset,phase2_context2_offset,trial=41
1774375942.640453815,phase2_shape2_onset,phase2_shape2_onset,trial=41
1774375943.657181025,phase2_shape2_offset,phase2_shape2_offset,trial=41
1774375943.657889128,phase2_blank2_onset,phase2_blank2_onset,trial=41
1774375944.670192957,phase2_blank2_offset,phase2_blank2_offset,trial=41
1774375944.670906067,phase2_reddot2_onset,phase2_reddot2_onset,trial=41 shape=Shape_0_1.png
1774375947.677583933,phase2_reddot2_offset,phase2_reddot2_offset,trial=41
1774375947.701410055,phase2_question_onset,phase2_question_onset,trial=41 cat_a=CARROT cat_b=BOOKSTORE variant=control_context
1774375948.414789915,phase2_response,phase2_response,trial=41 response=BOOKSTORE
1774375948.414954901,phase2_question_offset,phase2_question_offset,trial=41
1774375948.415821075,phase2_trial_iti_onset,phase2_trial_iti_onset,trial=41
1774375948.918983936,phase2_trial_iti_offset,phase2_trial_iti_offset,trial=41
1774375948.919759989,phase2_fixation_onset,phase2_fixation_onset,trial=42
1774375949.430871964,phase2_fixation_offset,phase2_fixation_offset,trial=42
1774375949.543987989,phase2_context1_onset,phase2_context1_onset,trial=42 shape=Shape_2_2.png
1774375950.550831079,phase2_context1_offset,phase2_context1_offset,trial=42
1774375950.551875114,phase2_shape_onset,phase2_shape_onset,trial=42 shape=Shape_2_2.png
1774375951.572320938,phase2_shape_offset,phase2_shape_offset,trial=42
1774375951.573177099,phase2_blank1_onset,phase2_blank1_onset,trial=42
1774375952.587239981,phase2_blank1_offset,phase2_blank1_offset,trial=42
1774375952.587952852,phase2_reddot_onset,phase2_reddot_onset,trial=42 shape=Shape_2_2.png
1774375955.603589058,phase2_reddot_offset,phase2_reddot_offset,trial=42
1774375955.605104208,phase2_context2_onset,phase2_context2_onset,trial=42 shape=Shape_2_2.png
1774375956.623005867,phase2_context2_offset,phase2_context2_offset,trial=42
1774375956.623414040,phase2_shape2_onset,phase2_shape2_onset,trial=42
1774375957.639948130,phase2_shape2_offset,phase2_shape2_offset,trial=42
1774375957.640816927,phase2_blank2_onset,phase2_blank2_onset,trial=42
1774375958.655495882,phase2_blank2_offset,phase2_blank2_offset,trial=42
1774375958.656069040,phase2_reddot2_onset,phase2_reddot2_onset,trial=42 shape=Shape_2_2.png
1774375961.669804096,phase2_reddot2_offset,phase2_reddot2_offset,trial=42
1774375961.689579964,phase2_question_onset,phase2_question_onset,trial=42 cat_a=ACORN cat_b=CINEMA variant=control_context
1774375962.195343971,phase2_response,phase2_response,trial=42 response=CINEMA
1774375962.195556164,phase2_question_offset,phase2_question_offset,trial=42
1774375962.196965218,phase2_trial_iti_onset,phase2_trial_iti_onset,trial=42
1774375962.700976849,phase2_trial_iti_offset,phase2_trial_iti_offset,trial=42
1774375962.701534033,phase2_fixation_onset,phase2_fixation_onset,trial=43
1774375963.206717014,phase2_fixation_offset,phase2_fixation_offset,trial=43
1774375963.312723875,phase2_context1_onset,phase2_context1_onset,trial=43 shape=Shape_1_2.png
1774375964.316642046,phase2_context1_offset,phase2_context1_offset,trial=43
1774375964.317585945,phase2_shape_onset,phase2_shape_onset,trial=43 shape=Shape_1_2.png
1774375965.328237057,phase2_shape_offset,phase2_shape_offset,trial=43
1774375965.328685999,phase2_blank1_onset,phase2_blank1_onset,trial=43
1774375966.336329937,phase2_blank1_offset,phase2_blank1_offset,trial=43
1774375966.337044001,phase2_reddot_onset,phase2_reddot_onset,trial=43 shape=Shape_1_2.png
1774375969.345541954,phase2_reddot_offset,phase2_reddot_offset,trial=43
1774375969.346455097,phase2_context2_onset,phase2_context2_onset,trial=43 shape=Shape_1_2.png
1774375970.370385885,phase2_context2_offset,phase2_context2_offset,trial=43
1774375970.370908976,phase2_shape2_onset,phase2_shape2_onset,trial=43
1774375971.390010118,phase2_shape2_offset,phase2_shape2_offset,trial=43
1774375971.391346931,phase2_blank2_onset,phase2_blank2_onset,trial=43
1774375972.410168171,phase2_blank2_offset,phase2_blank2_offset,trial=43
1774375972.412179947,phase2_reddot2_onset,phase2_reddot2_onset,trial=43 shape=Shape_1_2.png
1774375975.426781893,phase2_reddot2_offset,phase2_reddot2_offset,trial=43
1774375975.455415010,phase2_question_onset,phase2_question_onset,trial=43 cat_a=POND cat_b=WALL variant=control_context
1774375976.082657099,phase2_response,phase2_response,trial=43 response=WALL
1774375976.082767010,phase2_question_offset,phase2_question_offset,trial=43
