participant_id,total_task_time_seconds,shapegrid_width_px,shapegrid_height_px,grid_border_coords,per_shape_ground_truth,scaling_factor,phase3_euclidean_distances
chickenfoot,907.46,1326,922,,"ball_slope.bmp:row=0,col=0,center_x=0.1,center_y=0.1|basketball.bmp:row=0,col=1,center_x=0.1,center_y=1.7|bikewheel.bmp:row=0,col=2,center_x=0.1,center_y=3.3|bird'sfoot.bmp:row=0,col=3,center_x=0.1,center_y=4.9|birdcage.bmp:row=1,col=0,center_x=1.7,center_y=0.1|bug.bmp:row=1,col=1,center_x=1.7,center_y=1.7|mosquito.bmp:row=1,col=2,center_x=1.7,center_y=3.3|nail_cutters.bmp:row=1,col=3,center_x=1.7,center_y=4.9|pan.bmp:row=2,col=0,center_x=3.3,center_y=0.1|rugby.bmp:row=2,col=1,center_x=3.3,center_y=1.7|tape.bmp:row=2,col=2,center_x=3.3,center_y=3.3|teacup.bmp:row=2,col=3,center_x=3.3,center_y=4.9|toiletpaper.bmp:row=3,col=0,center_x=4.9,center_y=0.1|toothbrush.bmp:row=3,col=1,center_x=4.9,center_y=1.7|tunnelentrance.bmp:row=3,col=2,center_x=4.9,center_y=3.3|umbrella.bmp:row=3,col=3,center_x=4.9,center_y=4.9",,0-1:0.3321;0-2:0.5684;0-3:0.6891;0-4:0.7645;0-5:0.9634;0-6:1.2270;0-7:1.4180;0-8:0.7079;0-9:0.4725;0-10:0.8909;0-11:0.8454;0-12:0.5544;0-13:0.3475;0-14:0.4811;0-15:0.6402;1-2:0.4806;1-3:0.5100;1-4:0.6329;1-5:0.6521;1-6:0.9514;1-7:1.1915;1-8:0.7667;1-9:0.6728;1-10:0.8178;1-11:0.5663;1-12:0.7416;1-13:0.5598;1-14:0.6202;1-15:0.7648;2-3:0.1847;2-4:0.1992;2-5:0.6516;2-6:0.7748;2-7:0.8845;2-8:0.3522;2-9:0.4860;2-10:0.3413;2-11:0.4675;2-12:0.5054;2-13:0.4560;2-14:0.3693;2-15:0.4303;3-4:0.1455;3-5:0.4822;3-6:0.5921;3-7:0.7307;3-8:0.5051;3-9:0.6705;3-10:0.3587;3-11:0.2931;3-12:0.6894;3-13:0.6341;3-14:0.5539;3-15:0.6051;4-5:0.5932;4-6:0.6275;4-7:0.6932;4-8:0.4160;4-9:0.6496;4-10:0.2136;4-11:0.4043;4-12:0.6509;4-13:0.6409;4-14:0.5282;4-15:0.5406;5-6:0.3569;5-7:0.6840;5-8:0.9873;5-9:1.1146;5-10:0.7861;5-11:0.1902;5-12:1.1485;5-13:1.0486;5-14:1.0083;5-15:1.0817;6-7:0.3458;6-8:1.0400;6-9:1.2601;6-10:0.7480;6-11:0.3859;6-12:1.2721;6-13:1.2256;6-14:1.1414;6-15:1.1681;7-8:1.0484;7-9:1.3365;7-10:0.7138;7-11:0.6467;7-12:1.3268;7-13:1.3341;7-14:1.2152;7-15:1.1958;8-9:0.3451;8-10:0.3373;8-11:0.7978;8-12:0.3019;8-13:0.4144;8-14:0.2511;8-15:0.1525;9-10:0.6554;9-11:0.9411;9-12:0.0827;9-13:0.1254;9-14:0.1215;9-15:0.2120;10-11:0.6025;10-12:0.6297;10-13:0.6869;10-14:0.5399;10-15:0.4882;11-12:0.9698;11-13:0.8848;11-14:0.8307;11-15:0.8959;12-13:0.2069;12-14:0.1407;12-15:0.1538;13-14:0.1634;13-15:0.3093;14-15:0.1594
