trial,shape_path,context_1_path,context_2_path,trial_variant,response,rt,fixation_onset_ttl,context1_onset_ttl,shape_onset_ttl,object_question_onset_ttl,context2_onset_ttl,shape2_onset_ttl,object_question2_onset_ttl,question_onset_ttl,response_ttl
11,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/bug.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sky1.png,primary_first_img1,SKY,1.2554,1777774350.784327030,1777774351.423775911,1777774352.429241180,1777774353.439146042,1777774355.449954987,1777774356.471713066,1777774357.481415987,1777774359.523540020,1777774360.799216032
12,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/pan.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,primary_first_img0,SPORTSFIELD,1.2607,1777774361.306452990,1777774362.164999962,1777774363.171050072,1777774364.182892084,1777774366.194379091,1777774367.227891922,1777774368.243795872,1777774370.287202120,1777774371.572890997
13,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/mosquito.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden.png,secondary_first_img0,OFFICE,0.6886,1777774372.079716206,1777774372.821047068,1777774373.827161074,1777774374.838137150,1777774376.850718021,1777774377.899698973,1777774378.906367064,1777774380.944774866,1777774381.665230036
14,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/birdcage.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/petshop.png,secondary_first_img0,SPORTSFIELD,0.6395,1777774382.171631098,1777774382.907195807,1777774383.913403988,1777774384.923215151,1777774386.932134867,1777774387.966693163,1777774388.977850914,1777774391.020253897,1777774391.676208019
15,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/teacup.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,primary_first_img0,OFFICE,1.5446,1777774392.186019182,1777774392.807920933,1777774393.812260151,1777774394.821908951,1777774396.832992077,1777774397.862875938,1777774398.873805046,1777774400.902597904,1777774402.464356184
16,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/rugby.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,secondary_first_img0,SPORTSFIELD,1.5623,1777774402.970339060,1777774403.621948957,1777774404.626305103,1777774405.634737015,1777774407.650474072,1777774408.677206993,1777774409.686318159,1777774411.740031958,1777774413.323282003
17,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/ball_slope.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/mountain.png,primary_first_img0,SPORTSFIELD,1.2520,1777774418.936702967,1777774419.715583086,1777774420.726193905,1777774421.737437963,1777774423.748826027,1777774424.779186964,1777774425.789124012,1777774427.822422028,1777774429.094660044
18,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/tape.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,secondary_first_img0,OFFICE,0.5768,1777774429.599606991,1777774430.228099108,1777774431.231161118,1777774432.305466175,1777774434.317399025,1777774435.338811874,1777774436.347583055,1777774438.391238928,1777774438.983637094
19,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/bird'sfoot.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/petshop.png,secondary_first_img0,PETSHOP,0.4525,1777774439.489919901,1777774440.144465923,1777774441.154034853,1777774442.161830902,1777774444.168861866,1777774445.211952209,1777774446.221843004,1777774448.252483130,1777774448.724600077
20,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/tunnelentrance.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,primary_first_img0,SPORTSFIELD,1.8795,1777774449.230880976,1777774449.873929024,1777774450.882333994,1777774451.893738985,1777774453.903633833,1777774454.929724932,1777774455.940809965,1777774457.971539974,1777774459.871281862
21,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/umbrella.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sky1.png,secondary_first_img1,SKY,0.5566,1777774460.376999855,1777774461.024485826,1777774462.035754919,1777774463.041398048,1777774465.050889969,1777774466.076146841,1777774467.088768005,1777774469.121404886,1777774469.705694914
22,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/bikewheel.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen1.png,primary_first_img1,KITCHEN,0.5089,1777774470.212636948,1777774470.857690096,1777774471.863157034,1777774472.873970032,1777774474.883965015,1777774475.921087980,1777774476.934561968,1777774478.967579842,1777774479.493952036
23,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/toiletpaper.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/bathroom.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,primary_first_img0,OFFICE,0.9856,1777774480.000006914,1777774480.656363010,1777774481.662475109,1777774482.672922134,1777774484.683835983,1777774485.724176884,1777774486.733633995,1777774488.764634132,1777774489.765829086
24,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/basketball.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen1.png,primary_first_img1,KITCHEN,0.5287,1777774490.272130966,1777774490.912744045,1777774491.918789864,1777774492.933582067,1777774494.945467949,1777774495.973511934,1777774496.992330074,1777774499.033818007,1777774499.598938227
25,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/toothbrush.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/bathroom1.png,secondary_first_img1,BATHROOM,0.8677,1777774500.108643055,1777774500.864045143,1777774501.870108843,1777774502.880313158,1777774504.892502069,1777774505.941711903,1777774506.952460051,1777774508.981659889,1777774509.862988949
26,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/teacup.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen.png,secondary_first_img0,KITCHEN,3.7877,1777774510.376677036,1777774511.010025978,1777774512.015611887,1777774513.026171923,1777774515.040829897,1777774516.075604916,1777774517.098744154,1777774519.144535065,1777774522.999011993
27,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/rugby.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden.png,primary_first_img0,GARDEN,0.5250,1777774523.504840851,1777774524.150728941,1777774525.155381918,1777774526.164705038,1777774528.175969124,1777774529.212464809,1777774530.222599030,1777774532.262699127,1777774532.809788942
28,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/bug.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sky.png,primary_first_img0,SKY,0.8788,1777774533.315146923,1777774534.044748068,1777774535.054800987,1777774536.065366983,1777774538.076934814,1777774539.106109858,1777774540.116164207,1777774542.148633003,1777774543.054407835
29,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/pan.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen.png,secondary_first_img0,SPORTSFIELD,0.5077,1777774543.560860872,1777774544.189363956,1777774545.193562984,1777774546.201891184,1777774548.218168974,1777774549.267409801,1777774550.276358843,1777774552.319591999,1777774552.859277010
30,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/mosquito.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,primary_first_img0,GARDEN,0.8010,1777774553.365206003,1777774553.996119976,1777774555.000854015,1777774556.013945103,1777774558.026970863,1777774559.059406996,1777774560.074777126,1777774562.180229187,1777774562.993973970
31,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/birdcage.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/petshop1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield1.png,primary_first_img1,SPORTSFIELD,3.0095,1777774563.504751205,1777774564.120429993,1777774565.125581980,1777774566.134711027,1777774568.143790007,1777774569.161088943,1777774570.170191050,1777774572.196979046,1777774575.215459108
32,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/tape.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield1.png,primary_first_img1,OFFICE,0.9586,1777774575.720594883,1777774576.339734077,1777774577.344552040,1777774578.355336905,1777774580.367162228,1777774581.389667988,1777774582.397691965,1777774584.423421860,1777774585.395464897
33,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/bird'sfoot.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/petshop.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen.png,primary_first_img0,KITCHEN,1.1079,1777774587.603539944,1777774588.203423023,1777774589.208443880,1777774590.217813969,1777774592.226522207,1777774593.251908064,1777774594.261241198,1777774596.287581921,1777774597.417303085
34,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/tunnelentrance.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden.png,secondary_first_img0,SPORTSFIELD,2.3108,1777774597.923141003,1777774598.554635048,1777774599.559256077,1777774600.570842981,1777774602.582292080,1777774603.603317022,1777774604.613864899,1777774606.648386955,1777774608.968720913
35,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/nail_cutters.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/bathroom.png,secondary_first_img0,BATHROOM,1.9674,1777774609.480021000,1777774610.086649179,1777774611.091169119,1777774612.104501963,1777774614.117944002,1777774615.150489092,1777774616.162153006,1777774618.193166018,1777774620.181080103
