timestamp,trigger_code,event_label,trial_info
1774043163.498333931,participant_name_onset,participant_name_onset,
1774043166.445652962,participant_name_offset,participant_name_offset,
1774043166.446892023,experiment_start,experiment_start,participant=k
1774043166.471034765,welcome_onset,welcome_onset,
1774043173.312312126,welcome_enter,welcome_enter,
1774043173.314143896,welcome_offset,welcome_offset,
1774043173.513834000,tutorial_fallback_onset,tutorial_fallback_onset,step=1
1774043176.056187868,tutorial_fallback_offset,tutorial_fallback_offset,step=1
1774043176.056771040,tutorial_fallback_onset,tutorial_fallback_onset,step=2
1774043179.102916002,tutorial_fallback_offset,tutorial_fallback_offset,step=2
1774043179.104549885,tutorial_fallback_onset,tutorial_fallback_onset,step=3
1774043182.126765013,tutorial_fallback_offset,tutorial_fallback_offset,step=3
1774043182.127280951,tutorial_fallback_onset,tutorial_fallback_onset,step=4
1774043185.158241034,tutorial_fallback_offset,tutorial_fallback_offset,step=4
1774043185.158576012,tutorial_fallback_onset,tutorial_fallback_onset,step=5a
1774043188.182361126,tutorial_fallback_offset,tutorial_fallback_offset,step=5a
1774043188.182757139,tutorial_fallback_onset,tutorial_fallback_onset,step=5b
1774043192.219850063,tutorial_fallback_offset,tutorial_fallback_offset,step=5b
1774043192.220649004,tutorial_fallback_onset,tutorial_fallback_onset,step=6
1774043194.771959066,tutorial_fallback_offset,tutorial_fallback_offset,step=6
1774043194.785346031,tutorial_debrief_onset,tutorial_debrief_onset,
1774043198.638988018,tutorial_debrief_enter,tutorial_debrief_enter,
1774043198.639362097,tutorial_debrief_offset,tutorial_debrief_offset,
1774043198.798285007,tutorial_transition_onset,tutorial_transition_onset,
1774043213.006623030,tutorial_transition_enter,tutorial_transition_enter,
1774043213.007151127,tutorial_transition_offset,tutorial_transition_offset,
1774043213.166115046,phase1_instr1_onset,phase1_instr1_onset,
1774043214.976260185,phase1_instr1_enter,phase1_instr1_enter,
1774043214.976917982,phase1_instr1_offset,phase1_instr1_offset,
1774043215.138540983,phase1_instr2_onset,phase1_instr2_onset,
1774043217.946079016,phase1_instr2_enter,phase1_instr2_enter,
1774043217.946680069,phase1_instr2_offset,phase1_instr2_offset,
1774043218.104724884,phase1_instr3_onset,phase1_instr3_onset,
1774043220.743767023,phase1_instr3_enter,phase1_instr3_enter,
1774043220.744158983,phase1_instr3_offset,phase1_instr3_offset,
1774043220.906127214,phase1_instr4_onset,phase1_instr4_onset,
1774043228.992483139,phase1_instr4_enter,phase1_instr4_enter,
1774043228.993417978,phase1_instr4_offset,phase1_instr4_offset,
1774043229.174334049,phase1_before_grid_onset,phase1_before_grid_onset,
1774043238.408475876,phase1_before_grid_enter,phase1_before_grid_enter,
1774043238.408838987,phase1_before_grid_offset,phase1_before_grid_offset,
1774043238.772317886,phase1_grid_onset,phase1_grid_onset,
1774043243.789710045,phase1_grid_offset,phase1_grid_offset,
