timestamp,trigger_code,event_label,trial_info
1777774067.032260180,participant_name_onset,participant_name_onset,
1777774075.898992062,participant_name_offset,participant_name_offset,
1777774075.906757832,experiment_start,experiment_start,participant=chickenfoot
1777774075.954481840,welcome_onset,welcome_onset,
1777774079.606756210,welcome_enter,welcome_enter,
1777774079.607343197,welcome_offset,welcome_offset,
1777774079.720983982,tutorial_fallback_onset,tutorial_fallback_onset,step=1
1777774083.809861183,tutorial_fallback_offset,tutorial_fallback_offset,step=1
1777774083.811461210,tutorial_fallback_onset,tutorial_fallback_onset,step=2
1777774083.865150928,tutorial_fallback_step2_center_onset,tutorial_fallback_step2_center_onset,
1777774086.397768021,tutorial_fallback_step2_center_offset,tutorial_fallback_step2_center_offset,
1777774086.398373842,tutorial_fallback_step2_target_onset,tutorial_fallback_step2_target_onset,
1777774090.153522015,tutorial_fallback_step2_target_offset,tutorial_fallback_step2_target_offset,
1777774090.156370878,tutorial_fallback_offset,tutorial_fallback_offset,step=2
1777774090.156466961,tutorial_fallback_onset,tutorial_fallback_onset,step=3
1777774090.216354132,tutorial_fallback_step3_preflash_onset,tutorial_fallback_step3_preflash_onset,
1777774090.778671026,tutorial_fallback_step3_preflash_offset,tutorial_fallback_step3_preflash_offset,
1777774090.779016972,tutorial_fallback_step3_center_onset,tutorial_fallback_step3_center_onset,
1777774093.284717083,tutorial_fallback_step3_center_offset,tutorial_fallback_step3_center_offset,
1777774093.285296202,tutorial_fallback_step3_target_onset,tutorial_fallback_step3_target_onset,
1777774097.019122839,tutorial_fallback_step3_target_offset,tutorial_fallback_step3_target_offset,
1777774097.021715879,tutorial_fallback_offset,tutorial_fallback_offset,step=3
1777774097.021811962,tutorial_fallback_onset,tutorial_fallback_onset,step=4
1777774097.080891848,tutorial_fallback_step4_preflash_onset,tutorial_fallback_step4_preflash_onset,
1777774097.670118809,tutorial_fallback_step4_preflash_offset,tutorial_fallback_step4_preflash_offset,
1777774097.670402050,tutorial_fallback_step4_center_onset,tutorial_fallback_step4_center_onset,
1777774100.177509069,tutorial_fallback_step4_center_offset,tutorial_fallback_step4_center_offset,
1777774100.179311037,tutorial_fallback_step4_target_onset,tutorial_fallback_step4_target_onset,
1777774103.966759920,tutorial_fallback_step4_target_offset,tutorial_fallback_step4_target_offset,
1777774103.973578930,tutorial_fallback_offset,tutorial_fallback_offset,step=4
1777774103.973750114,tutorial_fallback_onset,tutorial_fallback_onset,step=5a
1777774108.639297962,tutorial_fallback_offset,tutorial_fallback_offset,step=5a
1777774108.641520023,tutorial_fallback_onset,tutorial_fallback_onset,step=5b
1777774114.245904922,tutorial_fallback_offset,tutorial_fallback_offset,step=5b
1777774114.299461126,tutorial_transition_onset,tutorial_transition_onset,
1777774117.606701136,tutorial_transition_enter,tutorial_transition_enter,
1777774117.607636929,tutorial_transition_offset,tutorial_transition_offset,
1777774117.662307024,phase1_questions_onset,phase1_questions_onset,
1777774119.476161957,phase1_questions_enter,phase1_questions_enter,
1777774119.476709843,phase1_questions_offset,phase1_questions_offset,
1777774119.541550159,phase1_before_grid_onset,phase1_before_grid_onset,
1777774122.154461861,phase1_before_grid_enter,phase1_before_grid_enter,
1777774122.155402899,phase1_before_grid_offset,phase1_before_grid_offset,
1777774122.482746124,phase1_grid_onset,phase1_grid_onset,
1777774127.517007828,phase1_grid_offset,phase1_grid_offset,
1777774127.582238913,phase1_fixation_onset,phase1_fixation_onset,
1777774128.616081953,phase1_fixation_offset,phase1_fixation_offset,
1777774128.724874020,phase1_instr1_onset,phase1_instr1_onset,
1777774131.191384077,phase1_instr1_enter,phase1_instr1_enter,
1777774131.192414045,phase1_instr1_offset,phase1_instr1_offset,
1777774131.258259058,phase1_instr2_onset,phase1_instr2_onset,
1777774134.223096132,phase1_instr2_enter,phase1_instr2_enter,
1777774134.223500013,phase1_instr2_offset,phase1_instr2_offset,
1777774134.325599909,phase1_instr3_onset,phase1_instr3_onset,
1777774137.146015882,phase1_instr3_enter,phase1_instr3_enter,
1777774137.147843122,phase1_instr3_offset,phase1_instr3_offset,
1777774137.251497030,phase1_stimulus_onset,phase1_stimulus_onset,trial=1 shape=nail_cutters.bmp
1777774138.382400990,phase1_stimulus_offset,phase1_stimulus_offset,trial=1 shape=nail_cutters.bmp
1777774139.666716814,phase1_click_place,phase1_click_place,trial=1 shape=nail_cutters.bmp click=1
1777774140.773108006,phase1_enter_submit,phase1_enter_submit,trial=1 shape=nail_cutters.bmp
1777774140.914577007,phase1_placements_saved,phase1_placements_saved,phase1_placements_chickenfoot_20260502_220747.png trial=1
1777774140.929861069,phase1_stimulus_onset,phase1_stimulus_onset,trial=2 shape=teacup.bmp
1777774141.935365200,phase1_stimulus_offset,phase1_stimulus_offset,trial=2 shape=teacup.bmp
1777774142.407111883,phase1_click_place,phase1_click_place,trial=2 shape=teacup.bmp click=1
